collection_date,advance_days,mean_stratum_index,mean_movement_pct,route_count,lead_time_weight,contribution_to_national_index
2026-09-18,30,97.58690278251584,-2.4130972174841503,20,0.2,-0.48261944349683006
2026-09-18,45,99.86036509932568,-0.1396349006743236,20,0.2,-0.02792698013486472
2026-09-20,1,101.40229155045841,1.4022915504584148,20,0.2,0.280458310091683
2026-09-20,7,96.26873464319955,-3.7312653568004492,20,0.2,-0.7462530713600899
2026-09-20,15,104.65628725512559,4.656287255125605,20,0.2,0.931257451025121
2026-09-20,30,100.23785603593343,0.23785603593341875,20,0.2,0.047571207186683756
2026-09-20,45,109.1694354827213,9.169435482721298,20,0.2,1.8338870965442595
2026-09-21,1,95.09709896967243,-4.90290103032757,20,0.2,-0.980580206065514
2026-09-21,7,95.6303635339437,-4.369636466056306,20,0.2,-0.8739272932112613
2026-09-21,15,95.14595013288267,-4.8540498671173395,20,0.2,-0.970809973423468
2026-09-21,30,100.85831997873798,0.8583199787379812,20,0.2,0.17166399574759625
2026-09-21,45,105.79002575467928,5.790025754679277,20,0.2,1.1580051509358555
