collection_date,route,advance_days,representative_fare,observation_count,base_representative_fare,stratum_index
2026-09-02,DEL_BOM,1,13508.0,418,11810.0,114.37764606265877
2026-09-02,DEL_BOM,7,9569.0,429,9314.0,102.73781404337556
2026-09-02,DEL_BOM,15,10243.0,276,10519.0,97.37617644262762
2026-09-02,DEL_BOM,30,10422.0,148,10027.5,103.93418100224383
2026-09-02,DEL_BOM,45,10959.0,134,9091.5,120.54116482428643
2026-09-03,DEL_BOM,1,10576.0,75,11810.0,89.55122777307368
2026-09-03,DEL_BOM,7,9979.5,74,9314.0,107.14515782692719
2026-09-03,DEL_BOM,15,9813.5,72,10519.0,93.29308869664416
2026-09-03,DEL_BOM,30,10371.5,74,10027.5,103.43056594365494
2026-09-03,DEL_BOM,45,10306.0,78,9091.5,113.35863168894022
2026-09-04,AMD_DEL,1,10586.0,35,10586.0,100.0
2026-09-04,AMD_DEL,7,8638.0,53,8638.0,100.0
2026-09-04,AMD_DEL,15,7590.0,40,7590.0,100.0
2026-09-04,AMD_DEL,30,8638.0,51,8638.0,100.0
2026-09-04,AMD_DEL,45,9675.0,44,9675.0,100.0
2026-09-04,BLR_BOM,1,13011.0,75,13011.0,100.0
2026-09-04,BLR_BOM,7,14933.0,95,14933.0,100.0
2026-09-04,BLR_BOM,15,11279.0,85,11279.0,100.0
2026-09-04,BLR_BOM,30,11113.5,90,11113.5,100.0
2026-09-04,BLR_BOM,45,10790.0,62,10790.0,100.0
2026-09-04,BLR_DEL,1,13528.0,73,13528.0,100.0
2026-09-04,BLR_DEL,7,13318.0,110,13318.0,100.0
2026-09-04,BLR_DEL,15,10936.0,74,10936.0,100.0
2026-09-04,BLR_DEL,30,12506.0,79,12506.0,100.0
2026-09-04,BLR_DEL,45,12498.5,78,12498.5,100.0
2026-09-04,BLR_HYD,1,10074.0,63,10074.0,100.0
2026-09-04,BLR_HYD,7,14454.0,82,14454.0,100.0
2026-09-04,BLR_HYD,15,10567.0,63,10567.0,100.0
2026-09-04,BLR_HYD,30,13225.0,68,13225.0,100.0
2026-09-04,BLR_HYD,45,14750.5,60,14750.5,100.0
2026-09-04,BOM_BLR,1,11239.0,104,11239.0,100.0
2026-09-04,BOM_BLR,7,13019.0,121,13019.0,100.0
2026-09-04,BOM_BLR,15,10029.0,90,10029.0,100.0
2026-09-04,BOM_BLR,30,10277.0,115,10277.0,100.0
2026-09-04,BOM_BLR,45,11989.0,67,11989.0,100.0
2026-09-04,BOM_DEL,1,10283.5,84,10283.5,100.0
2026-09-04,BOM_DEL,7,13037.0,118,13037.0,100.0
2026-09-04,BOM_DEL,15,9445.0,75,9445.0,100.0
2026-09-04,BOM_DEL,30,9902.0,89,9902.0,100.0
2026-09-04,BOM_DEL,45,9070.5,88,9070.5,100.0
2026-09-04,BOM_GOI,1,11360.0,84,11360.0,100.0
2026-09-04,BOM_GOI,7,15042.0,79,15042.0,100.0
2026-09-04,BOM_GOI,15,10115.0,67,10115.0,100.0
2026-09-04,BOM_GOI,30,9545.0,65,9545.0,100.0
2026-09-04,BOM_GOI,45,11130.0,55,11130.0,100.0
2026-09-04,BOM_MAA,1,9169.0,57,9169.0,100.0
2026-09-04,BOM_MAA,7,12168.5,100,12168.5,100.0
2026-09-04,BOM_MAA,15,8420.0,38,8420.0,100.0
2026-09-04,BOM_MAA,30,9655.0,71,9655.0,100.0
2026-09-04,BOM_MAA,45,9025.0,43,9025.0,100.0
2026-09-04,CCU_DEL,1,13026.0,48,13026.0,100.0
2026-09-04,CCU_DEL,7,14294.5,60,14294.5,100.0
2026-09-04,CCU_DEL,15,9958.0,52,9958.0,100.0
2026-09-04,CCU_DEL,30,11526.0,73,11526.0,100.0
2026-09-04,CCU_DEL,45,15129.0,79,15129.0,100.0
2026-09-04,DEL_AMD,1,7849.0,47,7849.0,100.0
2026-09-04,DEL_AMD,7,8419.0,55,8419.0,100.0
2026-09-04,DEL_AMD,15,7806.0,37,7806.0,100.0
2026-09-04,DEL_AMD,30,11365.0,62,11365.0,100.0
2026-09-04,DEL_AMD,45,8326.0,50,8326.0,100.0
2026-09-04,DEL_BLR,1,14140.0,100,14140.0,100.0
2026-09-04,DEL_BLR,7,12929.5,106,12929.5,100.0
2026-09-04,DEL_BLR,15,10975.0,86,10975.0,100.0
2026-09-04,DEL_BLR,30,13167.0,96,13167.0,100.0
2026-09-04,DEL_BLR,45,13824.5,96,13824.5,100.0
2026-09-04,DEL_BOM,1,11810.0,83,11810.0,100.0
2026-09-04,DEL_BOM,7,9314.0,123,9314.0,100.0
2026-09-04,DEL_BOM,15,10519.0,78,10519.0,100.0
2026-09-04,DEL_BOM,30,10027.5,104,10027.5,100.0
2026-09-04,DEL_BOM,45,9091.5,86,9091.5,100.0
2026-09-04,DEL_CCU,1,12851.0,59,12851.0,100.0
2026-09-04,DEL_CCU,7,12346.0,57,12346.0,100.0
2026-09-04,DEL_CCU,15,9858.5,40,9858.5,100.0
2026-09-04,DEL_CCU,30,11075.0,48,11075.0,100.0
2026-09-04,DEL_CCU,45,13282.0,74,13282.0,100.0
2026-09-04,DEL_GOI,1,12789.0,49,12789.0,100.0
2026-09-04,DEL_GOI,7,18223.0,73,18223.0,100.0
2026-09-04,DEL_GOI,15,11253.5,50,11253.5,100.0
2026-09-04,DEL_GOI,30,10269.5,62,10269.5,100.0
2026-09-04,DEL_GOI,45,9965.5,70,9965.5,100.0
2026-09-04,DEL_HYD,1,13791.5,58,13791.5,100.0
2026-09-04,DEL_HYD,7,12317.0,61,12317.0,100.0
2026-09-04,DEL_HYD,15,11472.0,42,11472.0,100.0
2026-09-04,DEL_HYD,30,12076.5,64,12076.5,100.0
2026-09-04,DEL_HYD,45,13006.5,56,13006.5,100.0
2026-09-04,DEL_MAA,1,12309.0,61,12309.0,100.0
2026-09-04,DEL_MAA,7,14276.0,87,14276.0,100.0
2026-09-04,DEL_MAA,15,12689.5,46,12689.5,100.0
2026-09-04,DEL_MAA,30,13423.0,70,13423.0,100.0
2026-09-04,DEL_MAA,45,13314.5,58,13314.5,100.0
2026-09-04,HYD_BLR,1,12399.5,80,12399.5,100.0
2026-09-04,HYD_BLR,7,13996.5,90,13996.5,100.0
2026-09-04,HYD_BLR,15,10414.0,57,10414.0,100.0
2026-09-04,HYD_BLR,30,9878.0,60,9878.0,100.0
2026-09-04,HYD_BLR,45,8762.5,50,8762.5,100.0
2026-09-04,HYD_DEL,1,14869.0,60,14869.0,100.0
2026-09-04,HYD_DEL,7,14238.5,74,14238.5,100.0
2026-09-04,HYD_DEL,15,10424.0,45,10424.0,100.0
2026-09-04,HYD_DEL,30,10457.0,56,10457.0,100.0
2026-09-04,HYD_DEL,45,11205.0,49,11205.0,100.0
2026-09-04,MAA_BOM,1,11263.0,87,11263.0,100.0
2026-09-04,MAA_BOM,7,13391.0,106,13391.0,100.0
2026-09-04,MAA_BOM,15,10586.0,47,10586.0,100.0
2026-09-04,MAA_BOM,30,10097.0,67,10097.0,100.0
2026-09-04,MAA_BOM,45,9960.0,42,9960.0,100.0
2026-09-04,MAA_DEL,1,12424.5,74,12424.5,100.0
2026-09-04,MAA_DEL,7,13925.5,94,13925.5,100.0
2026-09-04,MAA_DEL,15,13277.0,67,13277.0,100.0
2026-09-04,MAA_DEL,30,13473.0,54,13473.0,100.0
2026-09-04,MAA_DEL,45,13277.0,43,13277.0,100.0
2026-09-05,AMD_DEL,1,12176.0,35,10586.0,115.01983752125449
2026-09-05,AMD_DEL,7,11821.5,32,8638.0,136.85459597128965
2026-09-05,AMD_DEL,15,11028.0,29,7590.0,145.29644268774703
2026-09-05,AMD_DEL,30,9051.0,27,8638.0,104.78119935170179
2026-09-05,AMD_DEL,45,10851.0,27,9675.0,112.15503875968993
2026-09-05,BLR_BOM,1,14752.0,77,13011.0,113.38098532011375
2026-09-05,BLR_BOM,7,13775.0,80,14933.0,92.24536261970133
2026-09-05,BLR_BOM,15,12084.0,88,11279.0,107.13715754942814
2026-09-05,BLR_BOM,30,9402.5,78,11113.5,84.60431007333423
2026-09-05,BLR_BOM,45,9234.0,75,10790.0,85.57924003707136
2026-09-05,BLR_DEL,1,17720.0,99,13528.0,130.98758131283265
2026-09-05,BLR_DEL,7,14575.0,86,13318.0,109.43835410722332
2026-09-05,BLR_DEL,15,12279.0,72,10936.0,112.2805413313826
2026-09-05,BLR_DEL,30,11597.0,62,12506.0,92.73148888533504
2026-09-05,BLR_DEL,45,12588.0,61,12498.5,100.71608593031162
2026-09-05,BLR_HYD,1,15739.0,61,10074.0,156.23386936668652
2026-09-05,BLR_HYD,7,14872.0,60,14454.0,102.89193302891933
2026-09-05,BLR_HYD,15,13131.5,62,10567.0,124.26895050629318
2026-09-05,BLR_HYD,30,13500.0,65,13225.0,102.07939508506615
2026-09-05,BLR_HYD,45,14069.0,52,14750.5,95.37981763330056
2026-09-05,BOM_BLR,1,16883.0,101,11239.0,150.21799092445946
2026-09-05,BOM_BLR,7,12845.0,87,13019.0,98.66349181964821
2026-09-05,BOM_BLR,15,12292.0,91,10029.0,122.56456276797287
2026-09-05,BOM_BLR,30,10752.0,71,10277.0,104.6219713924297
2026-09-05,BOM_BLR,45,9508.0,71,11989.0,79.30603052798398
2026-09-05,BOM_DEL,1,15115.5,104,10283.5,146.98789322701415
2026-09-05,BOM_DEL,7,12679.0,88,13037.0,97.25396947150418
2026-09-05,BOM_DEL,15,10283.0,83,9445.0,108.87241926945475
2026-09-05,BOM_DEL,30,9082.0,87,9902.0,91.71884467784285
2026-09-05,BOM_DEL,45,8709.5,76,9070.5,96.02006504602834
