collection_date,route,advance_days,representative_fare,first_base_fare,first_route_index,calendar_base_fare,calendar_route_index,index_difference
2026-07-04,DEL_CCU,1,13938.68,11537.265,120.81442178887285,12325.0,113.092738336714,-7.721683452158842
2026-07-04,HYD_DEL,1,12059.05,10507.67,114.76426267669235,10728.94,112.39740365777047,-2.366859018921886
2026-07-04,MAA_DEL,1,15422.74,14184.83,108.72699919561954,14184.83,108.72699919561954,0.0
2026-07-04,BLR_DEL,7,11969.88,10173.86,117.65328007265678,10508.55,113.90610502876228,-3.747175043894501
2026-07-04,BLR_HYD,7,6649.14,5977.64,111.2335302895457,6172.19,107.7274030773518,-3.5061272121939027
2026-07-04,BOM_BLR,7,8872.59,7932.34,111.85337491837213,8250.02,107.54628473627943,-4.3070901820926935
2026-07-04,BOM_DEL,7,9769.24,9014.355,108.37425417570088,9447.32,103.40752721406704,-4.966726961633839
2026-07-04,CCU_DEL,7,10527.72,10115.5,104.07513222282634,9879.91,106.55684110482788,2.4817088820015414
2026-07-04,DEL_BLR,7,11013.87,9534.44,115.51669526474548,10578.72,104.11344661736015,-11.403248647385325
2026-07-04,DEL_BOM,7,10212.54,9592.17,106.46746252412125,9533.93,107.11784122602117,0.6503787018999247
2026-07-04,DEL_CCU,7,10033.14,10379.28,96.66508659560199,9891.904999999999,101.42778362711734,4.762697031515344
2026-07-04,HYD_DEL,7,8793.99,8597.87,102.28103006907523,8497.07,103.4943810042756,1.213350935200367
2026-07-04,MAA_DEL,7,12645.585,11078.26,114.14775425021617,11078.26,114.14775425021617,0.0
2026-07-04,BLR_DEL,15,9818.825,8999.96,109.09854043795752,8999.96,109.09854043795752,0.0
2026-07-04,BLR_HYD,15,5757.4,5421.8,106.18982625696263,5185.2,111.03525418498803,4.845427928025401
2026-07-04,BOM_BLR,15,7926.86,6400.97,123.83841823973553,7089.44,111.81221647972195,-12.026201760013578
2026-07-04,BOM_DEL,15,8754.93,7879.1,111.11586348694648,8033.74,108.97701444159257,-2.1388490453539077
2026-07-04,CCU_DEL,15,8164.46,7770.5,105.06994401904639,8355.255000000001,97.71646706174735,-7.353476957299037
2026-07-04,DEL_BLR,15,9572.42,8958.545,106.85239623175416,8936.68,107.11382750641178,0.2614312746576246
2026-07-04,DEL_BOM,15,9173.12,7519.805,121.98614192788244,7972.299999999999,115.06240357236935,-6.923738355513095
2026-07-04,DEL_CCU,15,9817.74,8472.825,115.87327721273599,8531.59,115.07515011855938,-0.798127094176607
2026-07-04,HYD_DEL,15,7479.22,7450.45,100.38615117207685,7321.14,102.15922656853986,1.773075396463014
2026-07-04,MAA_DEL,15,9915.02,9493.135,104.44410618831397,9318.744999999999,106.39866205159603,1.9545558632820672
2026-07-04,BLR_DEL,30,7767.905000000001,7815.85,99.38656704005324,7815.85,99.38656704005324,0.0
2026-07-04,BLR_HYD,30,4406.105,4301.545,102.43075453122074,4560.139999999999,96.62214317981466,-5.8086113514060855
2026-07-04,BOM_BLR,30,6019.860000000001,6115.514999999999,98.43586353724913,6115.514999999999,98.43586353724913,0.0
2026-07-04,BOM_DEL,30,7245.74,6848.37,105.80240261551288,6988.25,103.68461345830502,-2.117789157207852
2026-07-04,CCU_DEL,30,6753.93,6733.35,100.30564280781482,7502.62,90.02095268053027,-10.284690127284549
2026-07-04,DEL_BLR,30,7364.865,7623.15,96.61183369079711,7819.21,94.18937462991785,-2.4224590608792624
2026-07-04,DEL_BOM,30,7010.125,7151.67,98.02081192225033,7062.97,99.25180200397283,1.2309900817224957
2026-07-04,DEL_CCU,30,6630.99,7713.21,85.9692657142746,7450.09,89.00550194695634,3.0362362326817447
2026-07-04,HYD_DEL,30,5921.8,6347.889999999999,93.28769087050975,6342.99,93.35975620330476,0.07206533279500604
2026-07-04,MAA_DEL,30,8018.165,8161.56,98.24304422193796,8088.77,99.12712315963984,0.8840789377018723
2026-07-04,BLR_DEL,45,7436.41,8566.51,86.80792995046991,7502.725,99.1161211426515,12.308191192181582
2026-07-04,BLR_HYD,45,4116.15,4603.35,89.4164032715305,4361.68,94.37074705159478,4.954343780064278
2026-07-04,BOM_BLR,45,5502.395,6142.85,89.5739762488096,5910.59,93.09383665590069,3.5198604070910875
2026-07-04,BOM_DEL,45,6861.89,7155.57,95.89578468242223,6577.48,104.32399642416246,8.428211741740228
2026-07-04,CCU_DEL,45,7160.07,7085.785,101.04836655359992,7073.35,101.2260103062905,0.1776437526905852
2026-07-04,DEL_BLR,45,6976.785,8901.25,78.37983429293638,7363.1,94.75336475125965,16.373530458323273
2026-07-04,DEL_BOM,45,6906.68,7146.81,96.64003940219482,6642.674999999999,103.97437779207925,7.3343383898844365
2026-07-04,DEL_CCU,45,6578.33,7506.02,87.64072038177356,6865.219999999999,95.82110988431543,8.180389502541871
2026-07-04,HYD_DEL,45,5875.97,6175.18,95.1546351685295,6123.91,95.95127949300365,0.7966443244741583
2026-07-04,MAA_DEL,45,7912.29,8226.95,96.17525328341608,7682.245000000001,102.99450225812896,6.8192489747128775
2026-07-05,BLR_DEL,1,12417.3,12766.82,97.26227831206205,13358.3,92.95569046959568,-4.306587842466371
2026-07-05,BLR_HYD,1,7189.18,7969.66,90.20685951470954,7613.44,94.42748612979153,4.220626615081997
2026-07-05,BOM_BLR,1,10327.240000000002,10536.8,98.0111608837598,10337.22,99.90345566796492,1.89229478420512
2026-07-05,BOM_DEL,1,11555.9,11787.115,98.03840888970711,11827.42,97.7043175942006,-0.33409129550651073
2026-07-05,CCU_DEL,1,11724.53,12308.66,95.25431687933536,12623.55,92.8782315592682,-2.376085320067162
2026-07-05,DEL_BLR,1,13072.095000000001,13136.69,99.50828557269755,13157.8,99.34863731018865,-0.1596482625088953
2026-07-05,DEL_BOM,1,11353.15,11601.5,97.85932853510322,11927.8,95.18226328409263,-2.677065251010589
